,Id_block_Mots_en_commun,Mots_en_commun,Id_block_Mots_differents,Mots_dans_nrc_pas_dans_elal,Id_block_Mots_als,Mots_en_alsacien,Id_block_text_fr,Text_fr,Id_block_text_als,Text_als
68,22.0,imbécile,12.0,épouse,14.0,lang,68.0,"Jésus, Maria !
Hélas !
Ah bien, tout-à-fait bien, très bien; dites vite de quoi il s'agit ?
Ces messieurs ont tant de choses en tête, que parfois ils les oublient !
Assurément !
",68.0,"Jesses Maria !
Ja, do!
Ah, ja richtig, ganz richtig, sehr richtig, was war's nur schnell ?
De Herre han halt e so veel im Kopf, dass ne d'Gedanke manchmol üsfalle !
Sicherlich !
"
69,22.0,obtenir,,,14.0,Wort,69.0,"Il s'agit peut-être
de la décoration ?
Juste!
Juste!
Eh bien, qu'en pensez-vous, croyez-vous que la chose puisse se faire?
",69.0,"Handelt sich's villicht um
…e-n-Orde ?
Richtig !
Richtig !
Eh ben, was isch Eyer Meynung vun dere Sach ? Mäne-n-r, s'kännt ebs drüs wäre ?
"
70,22.0,homme,12.0,tenir,14.0,Reih,70.0,"Ainsi? .....
Aïe, mes rhumatismes !
Vous avez des rhumatismes ?
Oui....
Savez-vous que je les ai attrapés dans une prairie humide, à l’occasion d’une distribution de prix pour un concours de bestiaux ?
",70.0,"So ?....
Ei mini Rhümatisse !
Sie haben Rheumatismus ?
Ja....
Wissen 'r, die hawi m'r e Mol uff ere fichte Matt bie ere Veehprämierung g'holt.
"
71,22.0,mérite,12.0,montrer,14.0,Vater,71.0,"Oui, oui!
Comme maire, vous avez certainement rendu déjà beaucoup de services ?
Oui, un peu, on fait ce qu’on peut!
Vous savez, si je voulais parler de cela.....
Je suis Maire depuis 25 ans, j'ai été cinq fois récompensé aux expositions de bestiaux, je fais partie de la société des combattants, je reçois un journal d'agriculture, j'ai chaudement recommandé, et de tout cœur, les engrais chimiques aux paysans ;
",71.0,"Ja, ja!
Als Bürgermeister haben Sie sich wohl schon recht verdient gemacht ?
Ja, so e biss'l, m'r macht, was m'r kann!
Wisse Se, wenn m'r d'rvun redde wott....:
Ich bin jetzt 25 Johr Maire, bin fünf Mol prämeert uff Viehüsstellunge, bin im Kriegerverän, halt d’Landwirtschaftlich Zyttung, hab de Kunschtmischt de Büüre uffs wärmschte an's Herz geleit,
"
72,22.0,heure,,,15.0,Fall,72.0,"son Altesse m'a serré la main, sans que je le lui aie demandé, à la distribution des prix du dernier concours de bestiaux....
Je ne crois pas que le Schulzebür du village voisin, qui a reçu la médaille, puisse en dire autant.
J'en doute!
Tu entends, père ?
Tu es à peu près sûr d'avoir la médaille.
",72.0,"un ihri Dürichläuft hett m'r uff d'r letschte landwirtschaftliche Üsstellung, bie d'r Veehprämeerung ejehandi d'Hand gedrickt, ohne dass i ne drum g'fröüjt hab....
Ich gläub küm, dass d'r Schulzebütür üs ‘m Nochbersdorf, wie äu de-n-Orde bekumme hett, dis alles säuje kann.
Das bezweifle ich !
Hörsch Vater ?
— Do isch d'r d'r Orde alleway sicher.
"
73,23.0,mérite,,,15.0,Gott,73.0,"Vous pourriez peut-être dire un mot pour moi ?
Certainement !
Monsieur fera son possible.
Mais, parlez donc!
Oh, je le ferai certainement.
",73.0,"Sie könne do verlicht m'r äu e guets Wörtl verleihe ?
O, ja.
Der Herr wurd schun sin möejlichst tuen
Ze redde Se doch !
O, gewiss werde ich das.
"
74,24.0,homme,13.0,oie,15.0,Vater,74.0,"En effet!
Justement!
Je suis venu pour cela!
Vous avez donc quelque chose à dire sur cette affaire ?
Vous l'avez déjà entendu tout-à-l'heure, père !
",74.0,"In der Tat!
Richtig!
— Das bin ich!
So, da han Sie äu ebs dring ze redde ?
Ei, ihr han's jo g'höert ewe, Vater !
"
75,24.0,concours,,,15.0,grad,75.0,"Monsieur doit peut-être examiner le cas.
Mais parlez donc !
Justement, Mademoiselle, comme vous devinez tout.
Assurément je dois examiner le cas.
Ah!
",75.0,"Der Herr muess verlicht de Fäll examineere.
Ze redde Se doch!
Richtig, Fräulein, wie Sie alles eraten.
Gewiss ich muss die Fälle prüfen !
Ah!
"
76,24.0,médaille,,,15.0,recht,76.0,"Ah!
Examiner!
Marie, Marguerite !
Sapristi! vous auriez dû donner le fauteuil à Monsieur!
Sur une chaise, savez-vous, on n'est pas aussi bien, c’est trop dur.
",76.0,"Ah!
Prüfen!
Marie, Grethl !
E heilig, sapristi, hättsch doch im Herre d'r Fautell gän zum Sitze !
Wisse Se uff de Stuehl sitzt m'r nit guet, sie sin ze hert
"
77,25.0,curieux,13.0,affaire,16.0,gläub,77.0,"Et toi, Marguerite, descends à la cave chercher un pot de vin, du très vieux, tu sais, il est marqué «Vinaigre» pour que Françoise et les domestiques n’en boivent pas.
— Allez hop! Tu devrais déjà être revenue!
Et toi, Marie, va chercher des verres dans la cuisine, tu diras à Françoise d'apporter un Kugelhopf, un de ceux dans lesquels il y a beaucoup de raisins !
Nous allons manger un morceau et boire un coup.
« Manger un morceau ? »
",77.0,"Un dü, Grethl, g'schwind in de Keller un e Krichel Wyn eruffg'holt vum ganz alte, weisch jo, s'steht Süremes drowe, for dass d’Fränz un s'Gsind als kenner d'rvun trinke.
— Alle hopp, sottsch schun widd'r do sin!
Un dü, Marie, hol Gläser in d'r Kiche un d'Fränz sell e Kuejllupf eringbringe, eine, wie veel Meertriewel drinne sin!
Wisse-n'r m'r welle-n-e Mumpfel ebs asse un äns trinke.
„Mumpfel”?
"
78,26.0,père,,,16.0,G'setzer,78.0,"A votre service!
Nous en avons beaucoup comme cela....
Ensuite, nous irons aux écuries pour voir les bestiaux: je vois que vous en brûlez d'impatience.
Oui, certainement!
Sacrebleu !
",78.0,"A votre service !
Vun dere Sort han m'r noch meh......
Un noochhere gehn m'r in d’Stallunge, um s’Veeh ze löüje, ich seh’s i an, ihr vergehn fascht vor Ungeduld.
Ja gewiss!
Alle Wetter !
"
79,28.0,agriculture,,,16.0,Ja,79.0,"Cela devient fou!
Vous dites ?
Je dis qu'il ne saurait y avoir rien de plus intéressant.
Enfin, encore un peu de patience:
vous ouvrirez de grands yeux, lorsque vous verrez le plus beau troupeau qui existe à la ronde.
",79.0,"S'wird zu toll!
Sie säuje ?
Ich sage, dass es kaum was Interessanteres geben dürfte.
Enfin, noch e-n-Aujeblick Geduld !
Ihr wäre d'Äuje-n-uffrisse, s'scheenscht Veeh wytt und breit.
"
80,29.0,autorité,,,16.0,beditte,80.0,"Naturellement vous restez pour le déjeuner et le dîner, jusqu'à ce que vous ayez visité toutes les écuries.
Vous êtes vraiment trop aimable!
Folle aventure !
Nous sommes entre nous; nous n'avons presque personne à la fête.
Toutefois le fils du Maire de Dingelse doit venir aujourd'hui :
",80.0,"Ihr bliewe natirli zuem z’Middaöasse un zuem z'Nachtasse, bis m'r so iwerall in alle Stallunge erum kumme sin....
Sie sind wirklich zu liebenswürdig!
Tolle Geschichte !
M'r sin hytt unter uns, m'r han fascht neemes gelade-n-uff de Massti.
Wisse-n-r im Maire vun Dingelse siner Sohn, sell hytt kumme,
"
81,29.0,fidèle,,,16.0,Vater,81.0,"Il est un peu simple, mais il ne faut pas être dur pour lui;
il est riche, très riche.
Marguerite, Marie, Françoise, allons hop!
hop!
Me voici; vous êtes bien pressé;
",81.0,"Er isch e bissl änfälti, Ihr muehn i awer nit dran stosse;
er isch rich, hirnwuehti rich...
Grethl, Marie, Fränz, alle Hopp!
Hopp!
Do bin i — ihr sin gewalti preseert.
"
82,29.0,dévouement,,,16.0,Opposition,82.0,"«Nom d'un chien» est une très belle expression, il faut que je la note.
Quel est ce drôle de type ?
Chut!
chut!
C’est le Monsieur de la Sous-Préfecture:
",82.0,"„Non-de-Buckel”, das ist ein sehr schöner Ausdruck, en muss ich mir notieren.
Was isch diss for e komischer Köüiz ?
Scht!
Scht!
Diss isch der Herr vun d'r Kreisdiraktion,
"
83,29.0,maison,,,16.0,Fameli,83.0,"Envoie la petite servante au maître d'école, qu'elle lui dise de venir de suite et d'amener le «Morte-Velte», le « Schiere-Hans », le gros «Dirrebierel», et rapidement !
C'est bien une parente ?
Pas du tout — c’est Françoise, savez-vous ?
Elle est à la maison depuis 40 ans.
Comme M. votre oncle, M. le Sous-Préfet, me l'a écrit, il l'a signalée à l’Impératrice, afin qu’elle obtienne la croix en raison de ses longs services dans la maison.
",83.0,"Schicke s’Klän-Mädel zuem Schuelmeischter, er sell g'schwind kumme, un de Morte-Velte, de Schierhans, de Dirrebireels Dicker mitbringe. Tummel di!
Wohl eine Verwandte ?
Diss nit — s'isch d'Fränz, wisse-n-r ?
Schun noht an vierzig Johr isch se bie üns.
Wie m'r Ihr Unkel, d'r Herr Kreisdirakter, g'schriwwe hett, ze hett 'r mit d'r Kaisere driwwer geredd, dass se s'Kriz bekummt, wie se jetzt schun so lang bie üns isch im Hüs.
"
84,31.0,aura,,,16.0,Rhümatisse,84.0,"[...]
A votre santé!
A votre santé, Mesdames!
A votre santé!
—
",84.0,"[...]
Prosit !
— Prosit meine Damen
G'sundheit !
—
"
85,32.0,compte,,,17.0,scheene,85.0,"Ainsi, 40 ans?
De beaux services!
— Elle sert fidèlement et vous donne toujours toute satisfaction ?
Toujours, toujours!
Mais, depuis quelque temps, elle vieillit beaucoup....
",85.0,"Also vierzig Jahre ?
Eine schöne Zeit!
— In Treue gedient, immer zu voller Zufriedenheit ?
Allewyl, allewyl!
— Nur in d'r letschte Zytt isch se-n-e bissel alt worre....
"
86,32.0,ruban,14.0,maire,18.0,Hüs,86.0,"Mais, comme je vous l'ai dit, cette confidence doit rester entre nous; il ne faut rien dire au Sous-Préfet pour éviter qu'au dernier moment, il n’en informe l'Impératrice, et qu’elle ne soit privée de la croix.
A votre santé, que ce vin vous fasse du bien jusqu'à l'orteil!
Je dois noter cette expression.
Le gros doigt de pied.
Non, la façon  de parler.
",86.0,"Awer wie g'säit, diss bliebt unter üns, ihr muehn im Kreisdirakter nix d'rvun verrote, nit dass er's noch im letschte Moment in d'r Kaisere säuje tät, dass ere no s'Kriz an d'r Nas durich rutscht.
G’sundheit, es sell i wohl tuen bis in de grosse Zeh !
Das muss ich mir notieren.
De grosse Zeh ?
Nein, die Redensart.
"
87,32.0,décoration,15.0,maire,18.0,kumme,87.0,"— A votre service!
A votre santé!
A votre santé !
Et maintenant, nous allons visiter les écuries :
vous en «grillez d'envie» sans doute ?
",87.0,"— A votre service!
— G'sundheit !
Prosit !
Un d'rno gehn m'r d'Stallunge löüje.
Ihr wäre doch blanke d'rnooch...?
"
88,32.0,obtenir,15.0,affaire,18.0,guet,88.0,"Aïe! mes rhumatismes !
Entrez !
«Griller d’envie », il faut que je note cette expression.
Entrez !
Va, Jerry, passe le premier !
",88.0,"Ei mini Rhümatisse !
Entrez!
„Blanke”, das muss ich mir notieren.
Entrez !
Alle, Jerry, geh dü vor !
"
89,33.0,donner,,,18.0,gelade,89.0,"Pourquoi t'ai-je amené ?
— Ah! quelle corvée!
Bonjour !
Bonjour!
Bonjour M. le Maire.
",89.0,"For was hawi di mitgenumme ?
— Jesses was e Corvée !
Buschur !
Buschur !
Buschur, Herr Maire !
"
90,33.0,peur,,,18.0,Ratte,90.0,"excusez-moi, pardonnez-moi si je suis venu: je suis l'ami de Seppl et je n'ai pas pu faire autrement.
Oui, sans lui je m'en serais retourné.
Belle chambre!
Belle chambre!
Votre père va-t-il mieux ?
",90.0,"— Ihr excuseere, nix for unguet, dass i mitkumme bin, ich bin im Seppl siner Frind, er hett's nit andersch geton.
Jo, ohne inne wär i grad wid'r umg’kehrt.
Süferi Stub !
süferi Stub!
Geht's im Vater wid'r besser ?
"
91,33.0,compte,,,18.0,scheesse,91.0,"Il est dur comme un bois de potence.
C'est une gentille façon de parler de son père;
il faut que je note aussi cette expression.
Sacrebleu, c'est le notaire ?
Non, c’est un Monsieur de la Sous-Préfecture, une espèce d'Inspecteur du bétail.
",91.0,"Er isch zäh wie Galjehoz.
Niedliche Art von seinem Vater zu sprechen,
das muss ich mir notieren.
Galle, diss isch d'r Notari ?
Nee, s’isch e Herr vun d'r Kreisdiraktion, so e-n-Art Veehinspakter.
"
92,33.0,opposition,,,18.0,hol,92.0,"Vous ne comprenez pas cela....
M. Miller, il faut aussi que vous visitiez les écuries du père de Seppl; quand vous les verrez, vous ouvrirez de grands yeux !
Oui, n'oubliez pas, je vous prie, cette recommandation!
Nous avons une cour à deux portes, une centaine de champs, vingt vaches, quinze bœufs, six chevaux et cinq veaux ;
le père voulait en vendre un, mais l'acheteur, un juif, n’en offrait que 50 francs.
",92.0,"Diss verstehn ihr nit...
Herr Miller, do im Seppl sim Vater sini Stallunge muehn 'r emol sahn, do wäre-n-'r d'Aeue uffrisse !
Ja, er wäre-n-i vergaffe !
M'r han e Hoft mit zwei Hoftor, hundert Acker, zwanzig Kuehj, fufzeh Ochse, sechs Ross un fünf Kälwer;
d'r Vater hett gescht äns d'rvun selle verkäufe, awer d'r Jud hett 'm numme fufzig Livre derfor gebotte.
"
93,34.0,officier,15.0,paysan,18.0,schees,93.0,"il faut que vous voyiez une fois ces richesses.
Cela me fera plaisir, certainement un grand plaisir !
Mais diable! Mes filles, pourquoi restez-vous derrière les autres ?
On dirait que vous craignez qu'on ne vous mange !
Oh! Je ne suis pas hargneux comme notre cheval blanc.
",93.0,"die Herrlichkeit muehn 'r-i-e Mol ansehn.
Es soll mich freuen, wirklich freuen !
Awer, d'r Deichert, ihr Mäidle, was stehn 'r denn so hinge dran ?
M'r mänt, ihr han Angst, ihr wäre g'frasse !
Jo, ich bin nit bissi, wie ünserer Sandschimmel!
"
94,34.0,bien,15.0,raison,18.0,Plän,94.0,"Au nom du ciel, non!
Plus tard!
Celle-ci est Marie, la plus jeune:
elle a été en pension.
Je ne veux pas d’une femme comme elle: elle est trop savante pour moi!
",94.0,"Um's Himmelswille nee!
Später.
Do, diss isch's Marie, mini jingst Tochter;
s'isch in d'r Pension gewahn.
So eini wott i nitt, sie wär m'r ze g'schied !
"
95,35.0,vérité,16.0,faire,19.0,Madame,95.0,"Et celle-ci est Marguerite.
Ah!
—
Une bonne cuisinière !
Tendez donc la main à Seppl et à son ami, qui est venu avec lui, et ne soyez pas si timides.
",95.0,"Un diss isch's GRETHL...
Ah !
—
E süferi Köche !
Ze gän doch im Seppl un in sim Frind, wie mit 'm kumme-n-isch, d’Hand un sin nit e so schichtere....
"
96,36.0,mettre,,,19.0,speele,96.0,"Il faut que je note cette expression.
Françoise, apportez vite deux verres!
Comment ça va-t-il?
Comme on peut.
Jésus, Marie!
",96.0,"Das muss ich mir notieren.
Fränz, bringe g'schwind zwei Gläser !
Wie gehts?
So wie m'rs triebt.
Jesses Maria!
"
97,36.0,diplôme,,,19.0,trette,97.0,"Ah! je crois que nous nous connaissons déjà ?
A la bonne heure.
Si je ne me trompe pas, nous avons dansé ensemble à la fête de Dingelse ?
Très juste. Vous êtes le meilleur valseur qu'on puisse trouver.
On fait ce qu'on peut.
",97.0,"Ach, ich gläub, mir kenne uns schun ?
A la bonne heure !
Wenn i mi nit trumpeer, ze han m'r mitnander getanzt uff'm Dingsstedter Massti ?
Richti, sie sin der Tänzer, wie so famos walze kann.
M'r macht, was m'r kann.
"
98,36.0,gras,16.0,maire,19.0,wart,98.0,"Moi, ça ne m'est pas agréable, je n'aime pas danser.
Si je danse, il me semble que je suis un singe, et je transpire comme un ours qui danse.
Dieu tout-puissant !
Jésus, Marie !
Je suis très content que vous connaissiez Jerry: c'est mon meilleur ami.
",98.0,"Jo, 's vär m'r grad anständi, ich tanz doch nit gäre.
Wenn i tanz, kumm i m'r vor, wie e-n-Aff, un schwitze tue i wie e Tanzbär.
Allmächtiger Gott!
Jesses Maria !
Ich bin froh, dass i d'r Jerry kennt, 's isch miner bescht Frind.
"
99,36.0,figure,,,19.0,scheeni,99.0,"De mieux en mieux !
Je ne veux pas épouser celui-là !
Vous êtes venu en voiture ?
Oui, je suis venu en voiture:
vous savez, il n'y en a pas un qui sache aussi bien conduire que moi.
",99.0,"'s kummt als besser !
Denne will ich nit!
Sen 'r kumme ze fahre ?
Ja, ich bin g'fahre ;
wisse-n-r, fahre kann i, wie kenn zwei.
"
100,36.0,genre,16.0,cuisine,19.0,Töchter,100.0,"Non, quel idiot!
Non, quel imbécile !
Qui est celle-là ?
—
C'est Françoise, qui est chez nous déjà depuis 40 ans.
",100.0,"Nee, so e Simpel!
Nee, so e Dolle!
Wer isch diss?
—
Diss isch d’Fränz, wie schun veerzig Johr bie üns isch.
"
101,36.0,saut,,,19.0,Vater,101.0,"—
Qu'est-ce que je vous dirai?
vous avez dû être autrefois une belle fille.
Hein?
Il faut lui parler plus haut, elle entend mal.
",101.0,"—
Was will i säuje?
— Fränz, ihr muehn friehjer e netts Mäidel gewahn sin?
Hän ?
Ihr muehn e bissel lütt redde, sie höert iwel.
"
102,36.0,école,17.0,chien,20.0,Guete,102.0,"Le maître me dit que vous êtes sourde comme un cheval de trompette, ....
je vous ai dit:
vous avez dû être autrefois une belle fille!
Oui, vous plaisantez, car cela ne peut plus se voir, maintenant que je suis une vieille femme.
Oh si!
",102.0,"Grad saöt m'r d'r Meischter, dass 'r täub sin, wie e Trumpeterschimmel .....
Ich hab grad g'säit ewe:
ihr muehn friehjer e scheens Mäidel gewahn sin!
Jo, ihr mache G’spass, diss kann m'r doch date nemmi sehn, wie ich e-n-alti Fräu bin.
Ho zell!
"
103,36.0,recommander,,,20.0,Morje,103.0,"Merci!
—
Quel idiot!
Ce n'est pas possible que Marguerite l'épouse!
Maintenant, si vous voulez bien, nous allons manger un morceau et boire un coup.
",103.0,"Merci!
—
Isch diss e Dolle.
Denne derf 's Grethl nit han.
So, jetzt welle m'r e Mumpfel ebs asse un trinke.
"
104,37.0,prévenir,17.0,ville,20.0,binand,104.0,"Il faut que je note cette expression.
Allons, asseyez-vous.
Nous ne sommes pas trop fatigués.
Beau temps, aujourd'hui !
Oui, beau temps!
",104.0,"Das muss ich mir notieren.
Alle, setze-n-i.
M'r sin nit ze mued.
Scheen Wetter hytt !
Ja, scheen Wetter !
"
105,37.0,père,,,20.0,Rhümatisse,105.0,"Oui, ce serait dommage, s'il pleuvait.
D'autre part, il serait bon qu'il plût, parce que la pluie noierait les souris dans les champs.
A votre santé!
A votre santé!
Pardon !
",105.0,"Jo, s'wär schad, wenn's räje tät.
Aenschdäels wär's guet, wenn's räje tät, dass d' Mies im Feld versüffe thäte.
G'sundheit !
G’sundheit’
Pardon!
"
106,38.0,fusil,17.0,jour,21.0,gän,106.0,"Qui diable peut venir maintenant?
— C'est peut-être le maître d'école !
Ah!
c'est vous, entrez — entrez donc!
Voici le Monsieur de la Sous-Préfecture.
",106.0,"Wer Deifels kummt jetzt?
— Allewäj d'r Schuelmeischter !
Ah,
ihr sin's, kumme numme-n-ering, kumme numme,
d'r Herr vun d'r Kreisdiraktion isch do...
"
107,38.0,dictionnaire,,,22.0,Simpel,107.0,"— ce Sont des gens qui ont beaucoup de mérites.
Juste Dieu, c’est de plus en plus fou!
Voici Monsieur le maître d'école,
mon bras droit.
Celui-ci est Morte-Velte, un des plus savants du village:
",107.0,"— Lytt, wie viel mérites han.
Gerechter Gott, s'wird immer toller !
Diss isch d'r Herr Schuellehrer
mini recht Hand.
Diss isch d'r Morte Velte, äner vun de G'schiedschte üs 'm Dorf.
"
108,39.0,bien,17.0,main,22.0,bekumme,108.0,"Je n'aime pas les cochons hongrois:
ils ont du lard trop gras.
Chut !
Celui-ci est Giltbür.
Vous vous souvenez peut-être qu'il a gagné, l'année dernière, la belle ruche à l'exposition des abeilles.
",108.0,"D’ungarische hawi nit ze gäre,
sie han so fette Speck !
Scht !
Diss isch d'r Giltbür.
Wenn 'r i verlicht noch erinnere, er hett denne scheene Immestock gewunne uff d'r Immeässtellung vor'm Johr.
"
109,39.0,vue,,,22.0,Ja,109.0,"elles sont mortes de la pépie.
Les nôtres ne valent pas mieux.
Ferme la bouche!
On peut bien parler avec lui, on parle bien avec le bétail!
Voici Schiere-Hans, le voisin de l’adjoint.
",109.0,"sin 'm awer alla am Pipser verreckt.
Uenseri äu, sie sin nix nutz!
Halt doch din Mül!
M'r wur doch noch mit 'm redde derfe, m'r redd jo äu mit m Veeh!
Diss isch d'r Schierehans, d'r Nochber vum Adjund.
"
110,40.0,bon,17.0,leçon,22.0,wohr,110.0,"mais il en a appelé à Colmar.
Et voilà le gros Dirrebierel.
L'année dernière, un vélo lui a passé sur le corps, vous vous en souvenez encore; c'était dans le journal.
Bref, ce sont tous des gens de mérite dans la commune.
Et maintenant, M. l'Inspecteur, si vous voulez bien, nous pouvons faire un petit tour dans le village avant le dîner.
",110.0,"awer er hett uff Colmer appelleert ;
un diss isch d'r Dirrebierels Dicker.
S'vori Johr isch'r vum e Velo iwerfahre worre, wenn 'r i noch erinnere, s'isch in d'r Zyttung g'stange.
Kurzum, alles Lytt, wie sich recht verdeent gemacht han um d’Gemän.
Un so jetzt, Herr Inspakter, wenn's i nix macht, ze könnte m'r e kläne Kehr durich’s Dorf mache vorm Asse.
"
111,41.0,maison,,,22.0,Herr,111.0,"il faut qu'il en crève de rage!
Il faut qu'il en crève de rage!
Nous pourrions peut-être aller voir le taureau de la commune, un «Simmethaler», un vrai «Simmethaler ».
Ou, si vous pouviez vous y intéresser, la maison d’école ?
Ou bien ma houblonnière avec ses fils de fer.
",111.0,"der muess verknelle for Wueth !
Der muess verknelle for Wueth!
M'r könnte verlicht gehn de Gemänsteer löüje.... Simmethaler, echter Simmethaler ....!
Oder, wenn Sie's interessieren dürfte, das Schulhaus ?
Od’r, min Hopfestick mit Drohtarlage.
"
112,42.0,dictionnaire,18.0,premier,22.0,Mann,112.0,"Bref, ce que nous ne pourrons pas voir ce matin, nous pourrons le visiter dans l’après-midi,
par exemple, le dépôt des pompes.
Cela rentre dans les attributions de l’adjoint;
tous les tuyaux sont crevés, et une chatte a fait ses petits dans la grosse pompe.
L’adjoint doit crever de rage!
",112.0,"Kurzum, was m'r nit alles denne morje sahn könne, löüje m'r denne Nochmihddaö...
Zuem Bpsl, s’Spritzehüs.
Diss isch zwar im Adjund sin Sach.
Alli Schlüch sin verrisse un e Katz hett Jungi gemacht in d’gross Landspritz.
D'r Adjund muess verknelle vor Wueth!
"
113,42.0,tendre,,,23.0,mine,113.0,"J'ai déjà remarqué depuis longtemps l'état des tuyaux, mais je n'ai rien dit, et si le village était tout entier incendié !
Oui, nous pouvons voir le dépôt des pompes.
Comme je vous l'ai dit, M. l'Inspecteur, le matériel d'incendie rentre dans les attributions de l’adjoint, mais je n’ai rien à en dire, car l’adjoint et moi, nous ne nous entendons pas.
— Mais il faut être juste:
«à tout honneur toute peine», et nous devons rendre le bien pour le mal, a dit le Seigneur.
",113.0,"Ich habs schon lang gemerikt mit de Schlüch, awer ich hab nix g'sait, un wenn s’ ganz Dorf verbrennt wär !
Ja, s’Spritzehüs könnt m'r löüje !
Wie g'sait, Herr Inspakter, s'isch im Adjund sin Sach un ich hab nix dring ze redde, denn d'r Adjund un ich stehn schlächt mitnander.
— Awer, alles, was rächt isch :
„Ehre, wem Ehre gebührt” heisst's, un m'r sell Böses mit Guetem vergelte, hett d'r Heiland g'säit.
"
114,42.0,jeunesse,18.0,ville,23.0,uff,114.0,"S'il voit les tuyaux et les jeunes chats dans la pompe, l'adjoint en crèvera de rage!
Il doit crever de rage !
Voulez-vous que nous y allions maintenant ?
Oui, allons-y.
Allons, voulez-vous, M. l'Inspecteur ?
",114.0,"Wenn der die Schlüch sieht un die junge Katze in d'r Spritz, do muess d'r Adjund verknelle vor Wueth !
Der muess verknelle vor Wueth !
So welle m'r jetzt ?
Jo, gehn m'r!
Alle, welle m'r, Herr Inspakter ?
"
115,42.0,heureux,,,23.0,Herz,115.0,"Puis-je vous accompagner ?
Pourquoi pas!
ou préférez-vous tenir compagnie à Marguerite et à Marie ?
Non, je laisse ma place à Jerry; j'aime mieux aller voir les écuries.
Je ne veux pas de cet imbécile !
",115.0,"Derf i äu mit?
Worum nit!
Od’r wenn 'r leewer im Grethl un im Marie G'sellschaft leischte ?
Nee. ich loss d'r Jerry do am mim Platz, ich geh leewer mit d'Stallunge löüje.
Denne Simpel will i nit!
"
116,42.0,agriculture,,,23.0,Herr,116.0,"Non, après vous, — non, après vous!
Je vous en supplie, Messieurs !
Après vous, — après Vous...
Je vous en prie, je vous en prie, après vous-mêmes !
Allons, M. l'Inspecteur, ne faites donc pas la bête!
",116.0,"Nee, nooch inne, — noch inne !
Bitte sehr, meine Herren !
Nooch inne, nooch inne....
Bitte, bitte, nach Ihnen ! —
Alle, Herr Inspakter, mache doch s’Veeh nit !
"
117,42.0,tranquille,,,23.0,allewyl,117.0,"Eh bien!
nous avons fait quelque chose de beau!
Nous le dirons le cœur en liesse,
Le bel âge que les vingt ans.
Rieuse et belle est la jeunesse, Mais hélas! elle n’a qu'un temps!
",117.0,"Ja do,
do han m'r ebs scheens ang'stellt!
Drum sag ich’s noch einmal,
Schön sind die zwanzig Jahr,
Schön ist die Jugend, Sie kommt nicht mehr !
"
118,42.0,modeste,,,23.0,Regeerung,118.0,"buvons encore un verre, C’est ainsi qu'on fait à la fête!
Doni, encore un litre, mais du bon, avec lequel on est tout de suite grisé !
Il vaut mieux aller chez l’aubergiste que chez le médecin.
Si on boit longtemps, on devient vieux.
Meykæthl, vois ce que j'ai gagné pour toi en jouant aux dés dans une baraque de la foire.
",118.0,"Alle, trinke m'r noch äns, s’geht in de Massti !
Doni, noch e Lytter, awer Gueter, vun dem, wie m'r glich voll wurd!
S'isch besser, m'r kehrt's an de Wirt als an de Dokter.
Wenn m'r lang d'rvun trinkt wurd m'r alt.
Meykäthl, löüj, was i fir di erüs gewirfelt hab am Masstistand !
"
119,42.0,parfum,18.0,main,23.0,Aktie,119.0,"comme c'est beau!
Merci.
Je veux un baiser pour cela!
Qui prend encore un billet?
Qui veut gagner les gros et beaux canards?
",119.0,"Wie scheen!
Merci.
Awer e Schmutz will d’rfir !
Wer nimmt noch e Billet,
wer will die fette, scheene Ente gewinne ?
"
120,43.0,terre,18.0,nuit,24.0,mein,120.0,"Dix centimes le numéro!
Je vous le dis, un paysan doit avoir du vin:
sans cela, il ne peut rien faire.
On peut me dire ce qu'on voudra, si j'ai du vin, je travaille aussi vigoureusement qu'un autre.
Et je vous le dis, si le paysan s'éreinte toute l’année, il n'a rien et il est perdu.
",120.0,"10 Pfenni s’Nümero !
Ich säuj ejch, e Wyn muess d'r Büür han,
schunsch kann 'r nit schaffe;
do kann m'r äner säuje, was 'r will, wenn ich e Wyn hab. no schaff i so streng wie äner.
Un ich säuj ejch, wenn d'r Büür sich s’ ganz Johr ag'schunge hett, no hett 'r nix un isch fütti.
"
121,43.0,sincère,,,24.0,Mann,121.0,"A la vôtre, et encore à la vôtre!
Le printemps fleurit une fois, seulement, dans l’année, et l'amour une fois, seulement, dans la vie....
Lutz, tu chantes si bien que les poules du voisinage vont en crever.
Doni, une chope!
Vous n'aurez rien, vous êtes inscrit sur la liste des ivrognes.
",121.0,"A la Gebott santé un e Wyl d'rnooch wid'r.
Und nur einmal blüht im Jahr der Mai, nur einmal im Läwen die Liewe....
Lutz, dü singsch jo, dass d'Hüehner in d'r Noochber schaft verrecke müehn.
Doni, e Schöppl !
Ihr bekumme nix, ihr sin uff d'r Lumpelischt.
"
