drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,avgLexVal,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Eh, grad kämme mr derno besser dure, we mr mehr Platz
                        hàn... 's isch doch allewil e wenig eng gsi do...
                    

        
",56,lustig-babette-mach-s-fenster-zue,23,4,0.019,0.1739130434782608,0.15136404265957043,0.09768375083724705,0.4179541614563056,0.051390476190476174,0.516024179217745,0.14173005515621162,0.052626793330366364,0.06560000000000002,0.0,0.17931767818536995,0.5219669348436987
comedy,BABETTE,F,,,,"
          
Babette.

          
Was isch's eng!... mr hàn jo noch miesse Möwle kaüte, wo
                        mr do ane ku sin, fir d'Ecke ne wenig
                        üsz'fille.
                    

        
",57,lustig-babette-mach-s-fenster-zue,24,2,0.2805,0.0833333333333333,0.18726404265957042,0.12658375083724707,0.45240139542139646,0.038857142857142854,0.5072387042181855,0.1932300551562116,0.052626793330366364,0.06560000000000002,0.0,0.17931767818536995,0.5161568531184372
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Un derno, 's isch kummod... wenn is owe-n-ebber geniert,
                        so ziege mr awe un wenn's is unte nimmig
                        g'fallt, so ziege mr ufe...
                    

        
",58,lustig-babette-mach-s-fenster-zue,28,2,0.177,0.0714285714285714,0.16706404265957042,0.12658375083724707,0.4654524655350293,0.057657142857142865,0.542913233320493,0.1761300551562116,0.052626793330366364,0.0328,0.0,0.17931767818536995,0.5360900925245349
comedy,BABETTE,F,,,,"
          
Babette

          
(zornig)

          
C'est ça... mr wandle 's Tags zweimol derno, nitt
                        wohr... worum nitt gar... wer müess als e Sach
                        ummenanderschleppe und wieder in Ordnung mache? das
                        isch's Babette!
                    

        
",59,lustig-babette-mach-s-fenster-zue,32,2,0.4091852140247199,0.0625,0.21768704280494394,0.12658375083724707,0.4923952043804892,0.028200000000000003,0.5472738315376636,0.21555,0.06008393618750922,0.0328,0.0,0.20113375083724705,0.5214644991210562
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(unterbricht se)

          
Still! was isch das?... hört me nitt Klavier spiele
                        owe-n-an uns?...
                    

        
",60,lustig-babette-mach-s-fenster-zue,19,4,0.0996205500612338,0.2105263157894736,0.19706115281719072,0.12343375083724706,0.4913149632949242,0.0376,0.5426749805280008,0.18119999999999997,0.08213393618750922,0.0328,0.04725,0.17223375083724704,0.5232858053700752
comedy,BABETTE,F,,,,"
          
Babette.

          
's isch wohl mögli... d'Nièce isch ag'ruckt... züe
                        glicher Zit as wie dr Hüsfraü ihre Suhn.
                    

        
",61,lustig-babette-mach-s-fenster-zue,18,2,0.0,0.1111111111111111,0.19326115281719072,0.1817,0.45611681091569223,0.028200000000000003,0.5251123606811615,0.17414999999999997,0.10955,0.0328,0.06915,0.1406677182598039,0.5296367040142369
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Un spielt jetz scho Klavier!... ich bi verlore! mr ziehn
                        awe, Babette!... nimm e Sach z'àmme!...
                    

          

        
",62,lustig-babette-mach-s-fenster-zue,19,2,0.2585,0.1052631578947368,0.18886115281719074,0.11839999999999999,0.43939930188477677,0.0915,0.5132595059233969,0.12735,0.10955,0.0328,0.06915,0.1406677182598039,0.5133501914128971
comedy,BABETTE,F,,,,"
          
Babette

          
(fir sich)

          
Décidément, er isch g'schittelt... (lüt) awe zieh!...
                        ich denk nitt emol dra ... wandle Sie, wenn Sie
                        wandle wànn (se geht üse links).
                    

        
",63,lustig-babette-mach-s-fenster-zue,31,2,0.2805,0.064516129032258,0.20956115281719073,0.11839999999999999,0.5070267410611917,0.0727,0.5567962380373053,0.14295000000000002,0.10955,0.0,0.06915,0.1968677182598039,0.5324516145686643
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(allei)

          
Was mache?... (er springt uf) Was hör i?... mi Romance,
                        wo-n-i im Rösle g'macht ha... 's isch 's Rösle,
                        wo spielt... ich kenn's an sinre Manier... isch's
                        mögli... (er losst si uf dr Stüehl z'ruckfalle)
                        Babette!... Babette!...
                    

        
",64,lustig-babette-mach-s-fenster-zue,51,5,0.037,0.0980392156862745,0.13512411001224675,0.11839999999999999,0.45617783607570245,0.0921,0.543131497078601,0.09501000000000001,0.12051,0.02355968061874234,0.06915,0.1470477182598039,0.557615343130162
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Babette... mach 's Fenster uf!

        
",66,lustig-babette-mach-s-fenster-zue,7,2,0.038,0.2857142857142857,0.12279999999999999,0.08990000000000001,0.4492012296222582,0.1015,0.573830317867397,0.10206,0.15316000000000002,0.02355968061874234,0.0219,0.14704771825980392,0.5822403949009394
comedy,BABETTE,F,,,,"
          
Babette

          
(geht ans Fenster)

          
Züe, wànn Se sage... 's isch jo züe... ich ka nit
                        derfir, we me doch spiele hört!
                    

        
",67,lustig-babette-mach-s-fenster-zue,23,1,0.0,0.0434782608695652,0.12279999999999999,0.11399999999999999,0.5292011302187112,0.1015,0.5667905727397813,0.10206,0.09846,0.02355968061874234,0.08120000000000001,0.08527999999999998,0.5690749365638671
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Mach's uf, Babette... mach's uf un gang derno in Di
                        Kuche.
                    

        
",68,lustig-babette-mach-s-fenster-zue,15,3,0.0253333333333333,0.2,0.07616666666666663,0.11399999999999999,0.5185866137250847,0.05073333333333332,0.6075751061865597,0.09735999999999997,0.17139333333333334,0.02355968061874234,0.08120000000000001,0.08527999999999998,0.6261846381690146
comedy,BABETTE,F,,,,"
          
Babette

          
(verstünt)

          
's isch nitt möglig!... (se macht's uf) ich weiss sicher
                        nimmig, was ich denke soll! (se geht üse links
                        un zeigt mit dr Hand an d'Stirne; 's Klavier spielt
                        furt).
                    

        
",69,lustig-babette-mach-s-fenster-zue,40,3,0.0,0.075,0.02006666666666664,0.11399999999999999,0.47882617793888205,0.05073333333333332,0.628923166704089,0.03645999999999998,0.23599333333333333,0.02355968061874234,0.08120000000000001,0.11814666666666665,0.6572807408743128
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Also denkt se denn doch allewil noch an mich!...
                        wohrschinlig hat se vo-n-ihrem Oncle erfahre, wer do
                        wohnt un do hat se gli mi Romance g'spielt, fir mich
                        züe-n-ere z'riefe... do isch denn kei Zwifel meh
                        vorhande, se hat mich gern... worum nitt... ich bi jo
                        nitt eso schlecht... ich mein wahrhaft, ich heb
                        erst zwanzig Johr in dem Moment... wenn ich's thàt woge
                        un gieng geh um ihre Hand froge?... Babette,
                        Babette!...
                    

        
",70,lustig-babette-mach-s-fenster-zue,81,8,0.079625,0.0987654320987654,0.028591666666666637,0.12357499999999999,0.5096784674797343,0.03603333333333332,0.6340085216306426,0.054349999999999996,0.21410833333333334,0.011325,0.086675,0.1728835937405549,0.6584971211980015
comedy,BABETTE,F,,,,"
          
Babette

          
(kunnt ine links)

          
Ich kumm, ich kumm... (se will 's Fenster züe mache) ich
                        ha wohl denkt, ass ich's gli wieder müess züe
                        mache ('s Klavier hört uf mit spiele).
                    

        
",71,lustig-babette-mach-s-fenster-zue,38,5,0.0,0.131578947368421,0.020991666666666638,0.212335,0.5150834774850245,0.017233333333333323,0.6114820026340337,0.040249999999999994,0.20316833333333334,0.011325,0.11167500000000001,0.19759068104447647,0.659178947830213
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Loss nur 's Fenster in Rüeh!... De machsch's nie meh
                        züe... hasch g'hört!...
                    

        
",72,lustig-babette-mach-s-fenster-zue,16,3,0.1400485372727022,0.1875,0.04900137412120707,0.14520166666666665,0.44734204445103065,0.05188725994645236,0.5975515162700248,0.08713046213705496,0.23748393095814552,0.04879576501110378,0.05235258819096228,0.2507240143778098,0.6348392620636415
comedy,Herr SOLO,M,,,,"
            
Herr Solo.

            

              
Ich bi jetz wie neügebore,

              
Längst isch's mir nitt gsi-n-eso,

              
Drum nur nitt dr Müeth verlore,

              
's Herz isch g'sund un schlat jetz froh!

            

            

              
Wenn als d'Liewe kunnt

              
In're spote Stund,

              
Isch als ihre Schwur

              
Desto fester nur!

              
Drum nur nitt dr Müeth verlore,

              
's Herz isch g'sund un schlat jetz froh!

            

          
",73,lustig-babette-mach-s-fenster-zue,58,11,0.1414461317009241,0.1896551724137931,0.07222393379472525,0.17554820194864926,0.4690966671492454,0.058953926613119045,0.5937433081624862,0.08029409850069134,0.2285271149377505,0.04879576501110378,0.05235258819096228,0.3247179647042041,0.6390667609600241
comedy,BABETTE,F,,,,"
            
Babette.

            

              
Das find ich jetz kurios,

              
Was isch denn wieder los?

              
's himpelt halt wieder do,

              
Das sieh-n-ich scho!

            

            

              
Wenn ich dr Friede will,

              
Müess ich halt schwige still,

              
's himpelt halt wieder do,

              
Das sieh-n-ich scho!

            

          
",74,lustig-babette-mach-s-fenster-zue,41,7,0.2746416418692807,0.1707317073170731,0.1271522621685814,0.20657677337722072,0.46611168157448557,0.09909678375597619,0.536313821888833,0.09774558222833152,0.21040427142808965,0.04879576501110378,0.0659811596195337,0.2637941551803946,0.5859937078506372
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Zeig jetz, Babette... sag mr ufrichtig was thàt me mir
                        fir e-n-Alter gà?
                    

          

        
",75,lustig-babette-mach-s-fenster-zue,17,5,0.1274,0.2941176470588235,0.13670726216858137,0.21356177337722068,0.4554404190408784,0.1019167837559762,0.5345835636031838,0.09689558222833153,0.18852927142808967,0.03747076501110378,0.060506159619533706,0.2461357076873772,0.5734426617226055
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Aha... nitt wohr, ebber, wo's nitt weisst...

        
",77,lustig-babette-mach-s-fenster-zue,10,2,0.038,0.2,0.14430726216858136,0.12480177337722069,0.4471441971586854,0.12071678375597619,0.5661059717944121,0.11099558222833153,0.17756927142808965,0.03747076501110378,0.0355061596195337,0.30032862038345565,0.583716347661176
comedy,BABETTE,F,,,,"
          
Babette.

          
Ebber, wo's nitt weisst, git Ene güet sechzig...

        
",78,lustig-babette-mach-s-fenster-zue,10,1,0.0,0.1,0.11629755471404093,0.07793510671055405,0.4759903876340795,0.08606285714285715,0.6131675512980552,0.06411512009127655,0.27879704885325657,0.0,0.01362857142857142,0.2471952870501223,0.6487690815475771
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(zornig)

          
Was? sechzig!... Dü hasch jo selbst g'sàit dà Morge, ich
                        heb noch schier keine graüe Hoor... gang, fahr
                        ab in Di Kuche...
                    

        
",79,lustig-babette-mach-s-fenster-zue,27,4,0.2235926070123599,0.1481481481481481,0.1327268497763281,0.0744363758786616,0.4684415271547551,0.09696285714285714,0.5824137206836417,0.0990514837276402,0.21482053154031827,0.0,0.01362857142857142,0.17320133672372795,0.5999201550090125
comedy,BABETTE,F,,,,"
          
Babette

          
(im üsegeh)

          
's isch alleweg ebbes nitt ganz recht im Kopf vom Herr
                        Solo...
                    

        
",80,lustig-babette-mach-s-fenster-zue,17,3,0.0253333333333333,0.1764705882352941,0.08286518806913862,0.043407804450090175,0.45782278759089445,0.06935333333333332,0.6131760648355025,0.09100000000000001,0.19461004171664578,0.0,0.0,0.18359181291420412,0.6416055718896126
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(allei)

          
's Babette hat e bös Mül... 's will mich glaüb älter
                        mache-n-as ich bi, fir ass ich Nieme sott hirothe as
                        ihn's viellicht... awer dasmol nutzt's nit... ich
                        wog's... ich bi jo jetz sicher, ass mi 's Rösle gern
                        hat... drum will i gli geh dr Frack un d'Hànschig alege
                        un will geh froge... Oh Rösle, Rösle, wie wà mir
                        eso glicklig si mitnander (er geht üse rechts).
                    

        
",81,lustig-babette-mach-s-fenster-zue,81,12,0.1127222567948863,0.1481481481481481,0.07992963942811589,0.040376706143321034,0.45214806308726896,0.07982725833937207,0.6061212972364454,0.0873680002443189,0.23850782715370897,0.01870298578111186,0.01393333333333332,0.16063293348187918,0.6561103453324773
comedy,BABETTE,F,,,,"
          
Babette

          
(kunnt links)

          
's nimmt mich nur Wunder, was dr Herr Solo eigentlig
                        wieder hat... ich weiss scho lang, ass alle
                        Müsikante mehr oder weniger apufft sin... awer hit
                        isch's jetz doch e wenig z'bunt... er, wo kei
                        Instrument un b'sunders kei Klavier hat känne höre,
                        wil's ne g'stört hat, macht jetz 's Fenster uf, ass
                        er besser lose ka.... ich kumm nitt do drüs...
                    

        
",82,lustig-babette-mach-s-fenster-zue,70,7,0.0108571428571428,0.1,0.07450106799954445,0.07320527757189246,0.4658312279062871,0.06639868691080061,0.6009349480595557,0.09069657167289033,0.2434221128679947,0.031645842923969006,0.0360190476190476,0.10070436205330777,0.6426902798326464
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(rieft üs sim Zimmer)

          
Babette!

        
",83,lustig-babette-mach-s-fenster-zue,9,1,0.076,0.1111111111111111,0.08970106799954444,0.07320527757189246,0.4480317822451666,0.10399868691080064,0.5902394778812929,0.11889657167289032,0.10787873781801556,0.031645842923969006,0.0360190476190476,0.10070436205330777,0.5885048353114158
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Gang geh lüege, eb mich dr Herr Hüewer dowe
                        ka-n-empfange... ich ha-n-ebbes mitem z'rede... awer
                        wart e
                        wenig, de müesch mr z'erst mi Kravatte arrangiere...
                    

        
",85,lustig-babette-mach-s-fenster-zue,33,4,0.038,0.1212121212121212,0.052582546597072455,0.11387889529507478,0.4353283239245481,0.09229868691080063,0.6129219780827321,0.1025465716728903,0.12222873781801555,0.031645842923969006,0.0563190476190476,0.12455436205330776,0.6140028976214198
comedy,BABETTE,F,,,,"
          
Babette.

          
Jo Herr... (fir sich) was kunnt em i!... steckt em ebbe
                        d'Nièce im Kopf... awer er hat se jo no nit emol
                        g'sàh...
                    

        
",86,lustig-babette-mach-s-fenster-zue,27,2,0.3185,0.074074074074074,0.1112158799304058,0.11387889529507478,0.4641590329981673,0.0985653535774673,0.6011528258091006,0.16814657167289032,0.0959620711513489,0.031645842923969006,0.0563190476190476,0.08602102871997444,0.5794363977720165
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(kunnt rechts im Frack un legt d'Hànschig a)

          
So... do wàr i jetz g'rischtet... schaü emol Babette,
                        isch mi Litsch güet eso?...
                    

        
",87,lustig-babette-mach-s-fenster-zue,27,2,0.038,0.074074074074074,0.09627142857142854,0.1003499936018439,0.46727077623592983,0.09937142857142856,0.6224074364441516,0.15587857142857142,0.11983597323927526,0.01294285714285714,0.042385714285714284,0.04282142857142854,0.6000918174577705
comedy,BABETTE,F,,,,"
          
Babette.

          
Eh, was dr Kückücks wànn Sie geh mache in dem
                        Costume?... ich ha Se jo scho Johre lang nimmig g'sàh
                        im
                        Frack!...
                    

        
",88,lustig-babette-mach-s-fenster-zue,23,2,0.0,0.0869565217391304,0.09409999999999998,0.13078892384776664,0.4735680816503435,0.094,0.6169607423512613,0.18535,0.136689559900008,0.0453,0.020300000000000002,0.09101750167449414,0.6084775308627768
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Wenn Dich ebber frogt, Babette, so sàisch nur, De
                        weisch's nitt... gang jetz geh Di Cummission mache...
                        's isch awer eigentlig unnöthig... wil ich jetz
                        g'rischtet bi, so gang ich selbst... schaü liewer no,
                        wer duss isch... ich hör ebber ku... sag nur, ich bi
                        nitt d'heim... hasch g'hört... ich ka Nieme
                        empfange jetz (me klopft a).
                    

        
",89,lustig-babette-mach-s-fenster-zue,63,5,0.0152,0.0793650793650793,0.08193999999999999,0.22599579102782016,0.4791708817911843,0.06392,0.6090735157241733,0.16279,0.18158996427462312,0.0453,0.03062,0.11632419239256173,0.6213273763510961
comedy,BABETTE,F,,,,"
          
Babette

          
(macht d'Thüre-n-uf)

          
Eh, tiens!... 's isch d'Hüsfraü... (fir sich) die wird
                        jetz aku... ich mach mich üs em Staüb!... (se geht
                        links üse).
                    

          

        
",90,lustig-babette-mach-s-fenster-zue,34,4,0.14025,0.1176470588235294,0.10238999999999998,0.19010811969179472,0.5088613239939803,0.04512,0.6340296084252909,0.17209,0.22187390046213235,0.0453,0.01032,0.15925794322980882,0.6388462043569478
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Tüe-n-ich Se viellicht störe, Herr Solo?...

        
",91,lustig-babette-mach-s-fenster-zue,10,2,0.038,0.2,0.046289999999999984,0.19010811969179472,0.4709810401042548,0.04512,0.6187499829072199,0.11118999999999998,0.22187390046213235,0.0453,0.05482,0.15925794322980882,0.644071768861407
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
O was denkt Se, Fraü Rumpel... nitt im G'ringste!...
                        (fir sich) wenn se nur d'Ente thàte vertrete! (lüt)
                        thàt Se sitze? (er git ere ne Stüehl).
                    

        
",92,lustig-babette-mach-s-fenster-zue,35,3,0.2123333333333333,0.0857142857142857,0.08115666666666663,0.19010811969179472,0.49846556331554925,0.038853333333333316,0.6186437164924892,0.14709,0.15410221293714282,0.0453,0.05482,0.1967246098964755,0.6164245024339049
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel

          
(setzt si)

          
Ich ha jetz in dem Professor abg'sàit... un 's hat
                        g'wiss Mieih koste, Se derfe's glaüwe... awer hingege
                        möcht ich Sie jetz o um e kleiner G'falle aspreche...
                    

        
",93,lustig-babette-mach-s-fenster-zue,35,3,0.0,0.0857142857142857,0.08115666666666663,0.1268406180173006,0.4762800025849264,0.038853333333333316,0.5835436542520867,0.12625666666666668,0.13086767389545767,0.02513333333333332,0.05482,0.16809044155531463,0.5850903993406973
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(fir sich)

          
Allons... ich müess mi gedulde! (lüt) Güet, Fraü
                        Rumpel... was miesst das fir e G'falle si? (er sitzt).
                    

        
",94,lustig-babette-mach-s-fenster-zue,28,6,0.1996666666666666,0.2142857142857142,0.11804999999999996,0.03163375083724706,0.5027669448848531,0.03759999999999998,0.5846845517669756,0.17895,0.10855783202917238,0.03769999999999998,0.0445,0.16151708417058036,0.5712139099507052
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Ich möcht Se froge, eb Se nitt wotte bim Herr Hüewer um
                        d'Hand vo sinere Nièce froge fir mi Suhn...
                    

        
",95,lustig-babette-mach-s-fenster-zue,23,2,0.3185,0.0869565217391304,0.15369999999999998,0.0,0.4972751819698685,0.056399999999999985,0.5584438329329641,0.22350000000000003,0.05392389584166316,0.03769999999999998,0.0445,0.09473333333333328,0.5390897912332185
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(springt uf)

          
Hein!... was hàn Se g'sàit!

        
",96,lustig-babette-mach-s-fenster-zue,11,2,0.038,0.1818181818181818,0.15369999999999998,0.0,0.5083689991671371,0.056399999999999985,0.5859030896576638,0.22350000000000003,0.10862389584166317,0.03769999999999998,0.0,0.09473333333333328,0.5630831811674246
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Ich begriff Ihre Verwunderung... awer ich will Ene
                        d'ganze G'schichte verzähle...
                    

        
",97,lustig-babette-mach-s-fenster-zue,14,3,0.1873333333333333,0.2142857142857142,0.14869999999999997,0.0,0.4901701818885368,0.043866666666666665,0.5919300722354033,0.2021666666666667,0.13489056250832981,0.03769999999999998,0.0,0.09266666666666662,0.5881304152575277
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(fir sich)

          
Ne schöne G'schichte... jà!...

        
",98,lustig-babette-mach-s-fenster-zue,10,3,0.2123333333333333,0.3,0.19116666666666662,0.037,0.5178226520610005,0.056399999999999985,0.6168707118387442,0.22610000000000002,0.15373908974618258,0.01316666666666664,0.012,0.09319999999999996,0.6018025046283471
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Die junge Lit hàn sich lehre kenne in Basel, wo sich mi
                        Suhn die letschte Zit ufg'halte hat un wo die
                        Jumpfre Lehrere isch... un jetz sin se uf hie ku
                        mitnander, fir d'Hochzit ferig z'mache mit em Oncle...
                        's Rösle...
                    

        
",99,lustig-babette-mach-s-fenster-zue,45,9,0.1075292986234281,0.2,0.17273919305801894,0.08770353066215676,0.5016163947321317,0.05013333333333332,0.6097653719087092,0.19204816825239038,0.17208968468636363,0.0129655883466343,0.01564444444444444,0.10223686399549006,0.6049915425822021
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(fir sich)

          
's Rösle!... 's isch se!...

        
",100,lustig-babette-mach-s-fenster-zue,11,2,0.3185,0.1818181818181818,0.17273919305801894,0.08770353066215676,0.5016163947321316,0.05013333333333332,0.6097653719087092,0.19204816825239038,0.17208968468636363,0.0129655883466343,0.01564444444444444,0.10223686399549006,0.6049915425822021
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Se heisst schint's Rösle... se hat in mim Suhn g'sàit,
                        ass wenn se ne g'wisse Romance thàt spiele,
                        wo-n-er gern hört, so soll er nur herzhaft si
                        Declaration ku mache, dr Oncle seig derno preveniert...
                    

        
",101,lustig-babette-mach-s-fenster-zue,40,4,0.0,0.1,0.1651391930580189,0.16700353066215673,0.513880975403793,0.031333333333333324,0.5966849884216012,0.17794816825239038,0.1447396846863636,0.0129655883466343,0.04689444444444444,0.1642497045071603,0.6055636608045007
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(fir sich)

          
Un ich, wo g'meint ha, 's isch fir mich!...

        
",102,lustig-babette-mach-s-fenster-zue,15,3,0.3993333333333333,0.2,0.2075391930580189,0.16700353066215673,0.5357527695893093,0.043866666666666644,0.5731151626810695,0.23988150158572372,0.11847301801969697,0.0129655883466343,0.04689444444444444,0.12884970450716032,0.5601511713836547
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
's wàr eigentlig an mir, fir geh z'froge, awer ich wàr
                        embarrassiert, ich thàt's nitt ane bringe... un do
                        ha-n-i an Sie denkt... Sie sin jo ne-n-alter
                        respectawler Mann un känne sich viel besser
                        presentiere...
                        Sie thien mir jo wohl dà kleine G'falle, nitt wohr?...
                    

        
",103,lustig-babette-mach-s-fenster-zue,53,7,0.0801428571428571,0.1320754716981132,0.1811010978199237,0.1409463878050139,0.5115550923697579,0.031333333333333324,0.5586858660097117,0.21845293015715228,0.11923401459136802,0.02313701691806288,0.04115158730158728,0.14671667162900906,0.5622142562069639
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(fir sich)

          
Ah, ich bi ne-n-alter respectawler Mann!... so müess i's
                        denn am End doch glaüwe... ich dummer Narr mit
                        mine Illusione!... O Jugend, Jugend!... so isch's denn
                        wohr, ass de verschwunde bisch, ohne-n-ass ich's
                        nur g'achtet ha, un uf eimol kunnt me mir ku sage, ass
                        ich e-n-alter Mann bi!... (züer Fraü Rumpel) 's
                        isch güet, ass Sie mich dra g'mahnt hat... sunscht hätt
                        ich am End e Dummheit begange ('s Klavier spielt
                        d'Romance wieder).
                    

        
",104,lustig-babette-mach-s-fenster-zue,94,18,0.1256883060867035,0.1914893617021276,0.18473289931257875,0.10820952380952378,0.5112738816376599,0.0400222222222222,0.553811062455277,0.2154083778058801,0.11934526686785599,0.020593650793650782,0.0481849206349206,0.1488131409668523,0.5576622114766177
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Höre Se... se spielt wieder... se-n-isch schint's
                        ungeduldig... ka-n-ich uf Sie zähle?
                    

        
",105,lustig-babette-mach-s-fenster-zue,19,3,0.0,0.1578947368421052,0.12103289931257874,0.14727619047619045,0.5076636180902809,0.0212222222222222,0.5461926454297513,0.1553417111392134,0.15581193353452263,0.020593650793650782,0.0481849206349206,0.18514230477913907,0.5660572255513105
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(nimmt si güeter Müeth wieder)

          
Ma foi... wil i jetz doch scho g'rischtet bi, sag i nitt
                        nei... awer mit dr Cundition, ass Ihre Herr Suhn
                        nitt Horn spielt, so lang as er do im Hüs blibt.
                    

          

        
",106,lustig-babette-mach-s-fenster-zue,41,6,0.0253333333333333,0.1463414634146341,0.1260995659792454,0.08517619047619046,0.48851444321652365,0.033755555555555525,0.5513963742870922,0.1803750444725467,0.16968582937618581,0.03569365079365078,0.0169349206349206,0.1231294642674688,0.5621830964569868
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Oh, wenn's nur das isch... er wird wohrschinlig gar nitt
                        an dem Instrument halte, wenn er emol
                        g'hirothe-n-isch...
                    

        
",107,lustig-babette-mach-s-fenster-zue,23,1,0.4529999999999999,0.0434782608695652,0.13683289931257875,0.08517619047619046,0.4528545761631452,0.0774222222222222,0.5103602918071067,0.08977504447254672,0.16968582937618581,0.03569365079365078,0.0169349206349206,0.1231294642674688,0.5295824175176705
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Allons... wer hätt glaübt vor ere Viertelstund, ass Ich
                        gang um d'Hand froge vom Rösle fir e-n-Anderer...
                        Babette, Babette!
                    

        
",108,lustig-babette-mach-s-fenster-zue,24,2,0.3185,0.0833333333333333,0.18450432788400734,0.07423333333333332,0.4812825522767833,0.09622222222222221,0.5244065339840581,0.13620361590111815,0.11874297223332868,0.024922222222222217,0.01067777777777776,0.06619583047895339,0.510041231502127
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Babette... mach 's Fenster züe!

        
",110,lustig-babette-mach-s-fenster-zue,7,1,0.076,0.1428571428571428,0.1745666666666666,0.056266666666666666,0.4656802778969829,0.12513333333333332,0.5431330065807269,0.14316666666666666,0.07769056250832984,0.015099999999999997,0.0,0.036329163812286736,0.512430882180291
